Data;N1;N2;N3;N4;N5;N6
01/02/2006;27;29;43;44;45;54
04/02/2006;9;15;38;40;42;52
08/02/2006;1;21;38;41;49;56
11/02/2006;11;12;24;32;33;38
15/02/2006;14;15;26;30;42;54
18/02/2006;6;10;35;45;49;56
22/02/2006;12;16;28;29;47;50
25/02/2006;24;26;27;36;39;59
01/03/2006;2;7;17;34;41;50
04/03/2006;20;23;25;32;54;60
08/03/2006;4;12;23;26;39;46
11/03/2006;2;16;21;37;43;57
15/03/2006;1;10;12;25;49;57
18/03/2006;2;3;12;21;23;56
22/03/2006;1;2;7;19;35;51
25/03/2006;4;24;47;48;50;57
29/03/2006;10;17;33;42;54;58
01/04/2006;4;7;20;25;38;50
05/04/2006;4;23;24;25;29;42
08/04/2006;2;7;22;35;43;59
12/04/2006;3;4;13;34;42;50
15/04/2006;4;12;30;47;49;59
19/04/2006;5;27;37;38;41;50
22/04/2006;12;17;18;30;32;58
26/04/2006;1;23;36;43;47;59
29/04/2006;30;31;39;45;48;59
03/05/2006;12;17;44;45;46;60
06/05/2006;13;17;27;29;40;56
10/05/2006;9;12;21;37;39;54
13/05/2006;1;9;26;40;47;48
18/05/2006;3;7;45;47;53;55
21/05/2006;3;10;16;30;37;50
24/05/2006;1;19;24;42;50;58
27/05/2006;15;22;32;38;50;54
31/05/2006;4;8;30;33;37;59
03/06/2006;12;16;20;21;29;50
07/06/2006;4;12;25;34;35;48
10/06/2006;14;21;29;34;46;47
14/06/2006;10;35;38;51;52;60
17/06/2006;3;5;14;29;34;51
21/06/2006;5;10;37;46;54;58
24/06/2006;12;27;42;46;47;50
28/06/2006;3;15;35;41;57;60
01/07/2006;2;14;23;28;50;56
05/07/2006;20;31;36;37;45;51
08/07/2006;25;26;29;36;52;54
12/07/2006;7;10;28;50;51;59
15/07/2006;8;10;13;39;54;56
19/07/2006;2;11;23;35;42;59
22/07/2006;4;8;21;32;43;48
26/07/2006;8;27;37;42;53;56
29/07/2006;5;8;17;35;37;48
02/08/2006;10;11;26;27;31;41
05/08/2006;20;31;34;37;54;60
09/08/2006;17;19;29;31;44;57
12/08/2006;6;31;38;39;50;60
16/08/2006;2;6;19;22;28;43
19/08/2006;9;14;19;35;42;58
23/08/2006;9;29;34;43;45;56
26/08/2006;3;15;16;33;51;57
30/08/2006;3;38;42;47;55;56
02/09/2006;14;21;26;29;36;48
06/09/2006;5;19;24;34;39;43
09/09/2006;6;12;47;48;52;58
13/09/2006;3;4;9;29;32;52
16/09/2006;19;29;35;42;55;57
20/09/2006;1;7;11;37;38;56
23/09/2006;11;19;20;22;42;48
27/09/2006;6;14;18;24;48;60
30/09/2006;3;5;10;21;28;57
04/10/2006;3;13;37;47;56;59
07/10/2006;2;30;36;43;48;60
12/10/2006;18;26;35;41;47;60
14/10/2006;2;8;27;32;49;56
18/10/2006;2;15;21;31;46;57
21/10/2006;5;11;15;23;25;30
25/10/2006;1;4;5;33;37;48
28/10/2006;10;28;32;41;47;57
01/11/2006;11;13;38;39;54;57
04/11/2006;9;15;23;45;46;56
08/11/2006;2;8;11;41;46;50
11/11/2006;9;19;37;39;50;57
16/11/2006;20;21;30;40;47;52
18/11/2006;10;29;30;34;43;52
22/11/2006;8;9;22;25;41;44
25/11/2006;5;19;25;46;51;58
29/11/2006;10;17;21;32;45;46
02/12/2006;4;29;33;36;38;42
06/12/2006;4;10;17;27;41;52
09/12/2006;1;15;26;51;54;59
13/12/2006;6;7;9;20;33;48
16/12/2006;10;21;28;40;41;47
19/12/2006;6;7;8;27;45;53
21/12/2006;18;24;30;42;51;56
23/12/2006;23;28;38;42;50;53
31/12/2006;10;14;32;47;50;56
03/01/2007;2;13;41;49;51;53
06/01/2007;3;32;33;42;48;50
10/01/2007;15;17;23;33;39;49
13/01/2007;13;16;46;53;57;58
17/01/2007;10;16;17;34;44;51
20/01/2007;18;31;33;49;57;58
24/01/2007;17;22;28;38;52;59
27/01/2007;5;6;16;24;34;60
31/01/2007;9;23;30;38;44;47
03/02/2007;7;8;11;18;37;43
07/02/2007;17;29;31;35;43;59
10/02/2007;7;22;32;36;38;51
14/02/2007;7;9;30;44;51;60
17/02/2007;1;16;34;36;45;48
24/02/2007;16;24;34;44;54;57
28/02/2007;14;19;20;40;48;52
03/03/2007;2;3;44;47;50;54
07/03/2007;14;15;27;42;44;48
10/03/2007;17;27;32;34;47;56
14/03/2007;8;9;39;44;49;58
17/03/2007;7;22;25;44;59;60
21/03/2007;3;16;19;32;35;58
24/03/2007;6;14;23;34;38;44
28/03/2007;30;38;46;51;56;59
31/03/2007;3;17;24;25;27;44
04/04/2007;3;24;31;42;43;53
07/04/2007;11;15;40;41;42;47
11/04/2007;2;3;17;49;50;59
14/04/2007;4;18;23;31;37;54
18/04/2007;9;12;34;46;47;57
23/04/2007;2;8;17;22;42;44
25/04/2007;39;40;42;47;59;60
28/04/2007;2;8;11;12;19;35
02/05/2007;15;24;32;50;53;57
05/05/2007;8;11;31;33;42;57
09/05/2007;23;26;27;41;51;53
12/05/2007;5;27;36;40;46;48
16/05/2007;10;19;26;28;44;54
19/05/2007;21;22;25;40;51;57
23/05/2007;27;29;42;49;50;51
26/05/2007;8;21;34;40;43;52
30/05/2007;1;5;10;17;47;58
02/06/2007;5;18;31;43;55;58
06/06/2007;4;19;30;34;57;59
09/06/2007;10;20;42;44;52;59
13/06/2007;18;20;24;36;53;58
16/06/2007;4;8;12;41;45;60
20/06/2007;13;15;20;28;31;36
23/06/2007;11;12;37;38;43;54
27/06/2007;10;28;29;35;42;46
30/06/2007;25;30;37;46;49;51
04/07/2007;4;18;24;43;51;56
07/07/2007;17;41;42;44;45;60
11/07/2007;21;32;37;52;53;60
14/07/2007;2;11;12;14;22;39
18/07/2007;4;13;31;33;47;51
21/07/2007;17;33;37;50;55;59
25/07/2007;1;12;21;32;34;44
28/07/2007;24;40;50;52;54;60
01/08/2007;20;24;34;39;54;60
04/08/2007;7;9;17;21;22;54
08/08/2007;15;16;19;22;34;35
11/08/2007;1;19;42;44;49;52
15/08/2007;3;18;26;51;53;56
18/08/2007;20;24;28;37;41;44
22/08/2007;2;41;43;55;57;58
25/08/2007;5;11;22;31;35;41
29/08/2007;7;21;22;43;46;57
01/09/2007;3;4;8;30;45;54
05/09/2007;18;20;36;53;54;58
08/09/2007;4;18;21;34;38;59
12/09/2007;13;16;32;33;34;56
15/09/2007;18;23;50;52;55;58
19/09/2007;5;17;20;32;41;55
22/09/2007;32;44;48;51;53;59
26/09/2007;2;4;15;16;55;57
29/09/2007;7;14;24;29;35;39
03/10/2007;9;36;37;41;51;53
06/10/2007;1;9;19;25;50;52
10/10/2007;17;22;26;28;38;42
13/10/2007;3;15;27;29;36;53
17/10/2007;1;6;28;29;46;49
20/10/2007;4;19;21;26;29;54
24/10/2007;14;30;36;38;46;59
27/10/2007;9;12;23;33;45;51
31/10/2007;17;20;26;28;48;49
03/11/2007;5;28;33;36;37;38
07/11/2007;23;25;30;46;47;59
10/11/2007;4;8;12;38;44;52
14/11/2007;3;25;31;41;43;60
17/11/2007;5;17;24;52;55;57
21/11/2007;1;9;35;41;48;57
24/11/2007;12;13;19;41;45;49
28/11/2007;2;15;39;50;53;57
01/12/2007;2;20;21;27;51;60
05/12/2007;8;22;36;37;46;52
08/12/2007;21;33;34;40;41;59
12/12/2007;19;23;26;31;33;36
15/12/2007;4;10;32;33;49;60
19/12/2007;16;27;35;39;49;57
22/12/2007;20;28;37;46;49;55
31/12/2007;7;17;19;34;36;39
05/01/2008;2;17;21;36;42;53
09/01/2008;8;14;25;39;45;51
12/01/2008;1;3;21;25;44;48
16/01/2008;7;13;18;29;31;45
19/01/2008;5;14;22;29;33;44
23/01/2008;2;21;22;30;41;52
26/01/2008;15;27;35;50;57;59
30/01/2008;6;19;23;37;49;50
02/02/2008;5;25;31;33;37;51
06/02/2008;10;11;15;27;53;60
09/02/2008;5;8;18;42;52;59
13/02/2008;3;12;23;41;47;58
16/02/2008;16;37;43;52;58;59
20/02/2008;4;8;27;44;54;59
23/02/2008;1;5;12;47;52;59
27/02/2008;3;5;11;14;33;58
01/03/2008;22;41;44;46;52;54
05/03/2008;1;23;41;44;51;52
08/03/2008;23;41;42;48;49;59
12/03/2008;14;24;34;39;49;55
15/03/2008;2;11;18;27;30;54
19/03/2008;1;16;39;42;48;55
22/03/2008;5;8;18;24;33;57
26/03/2008;5;12;21;32;33;35
29/03/2008;46;47;51;54;57;59
02/04/2008;24;25;32;34;50;57
05/04/2008;7;13;22;33;48;51
09/04/2008;3;5;11;33;39;57
12/04/2008;6;18;19;33;34;53
16/04/2008;2;4;16;21;36;53
19/04/2008;2;11;40;48;49;55
23/04/2008;15;17;37;48;50;59
26/04/2008;8;13;20;26;33;42
30/04/2008;5;30;36;39;57;58
03/05/2008;1;4;26;28;41;58
07/05/2008;5;13;14;18;30;57
10/05/2008;1;4;13;30;51;60
14/05/2008;13;25;35;41;50;56
17/05/2008;5;21;28;34;54;57
21/05/2008;4;11;14;33;44;45
24/05/2008;15;18;31;33;34;56
28/05/2008;1;8;30;36;47;53
31/05/2008;12;16;20;31;38;45
04/06/2008;9;30;33;37;40;41
07/06/2008;14;23;25;28;38;53
11/06/2008;3;5;7;9;17;32
14/06/2008;12;16;18;27;42;58
18/06/2008;3;15;28;31;39;51
21/06/2008;15;17;29;35;36;59
25/06/2008;1;8;34;41;53;58
28/06/2008;8;12;24;40;43;49
02/07/2008;16;22;32;38;40;45
05/07/2008;4;10;20;43;46;47
09/07/2008;4;16;18;46;56;59
12/07/2008;6;15;19;24;31;32
16/07/2008;13;27;31;34;47;58
19/07/2008;8;17;46;48;56;60
23/07/2008;2;21;27;29;32;38
26/07/2008;2;10;15;18;29;39
30/07/2008;8;9;15;38;41;60
02/08/2008;1;4;6;8;25;28
06/08/2008;5;24;25;26;42;60
09/08/2008;3;20;29;40;44;58
13/08/2008;4;16;31;36;54;55
16/08/2008;7;15;20;21;23;29
20/08/2008;9;17;18;32;53;55
23/08/2008;3;4;21;22;28;32
27/08/2008;18;24;36;44;55;58
30/08/2008;29;38;39;49;53;58
03/09/2008;12;15;27;37;51;60
06/09/2008;3;7;25;31;40;58
10/09/2008;5;10;16;23;26;27
13/09/2008;29;40;43;44;45;47
17/09/2008;4;6;12;37;41;42
20/09/2008;2;4;17;33;48;55
24/09/2008;4;27;36;37;49;52
27/09/2008;7;13;15;34;42;48
01/10/2008;1;6;12;29;34;58
04/10/2008;2;3;13;37;46;54
08/10/2008;2;11;21;30;35;52
11/10/2008;14;19;40;47;55;58
15/10/2008;7;9;12;19;20;41
18/10/2008;8;9;25;41;57;60
22/10/2008;3;8;17;26;28;49
25/10/2008;5;9;11;20;25;60
29/10/2008;6;19;31;34;51;56
01/11/2008;9;24;44;51;55;58
05/11/2008;4;13;23;29;46;47
08/11/2008;1;2;19;32;39;52
12/11/2008;2;33;42;43;51;55
16/11/2008;5;21;31;39;40;56
19/11/2008;2;7;8;18;40;45
22/11/2008;18;22;28;29;39;53
26/11/2008;10;27;28;29;40;52
29/11/2008;6;10;17;33;51;53
03/12/2008;18;20;33;44;47;60
06/12/2008;20;26;34;51;52;54
10/12/2008;5;16;17;20;24;32
13/12/2008;1;8;23;37;54;57
17/12/2008;24;33;40;43;46;49
20/12/2008;15;16;26;29;43;57
24/12/2008;5;6;17;33;39;54
27/12/2008;1;3;18;20;42;49
31/12/2008;1;11;26;51;59;60
03/01/2009;10;27;36;39;41;52
07/01/2009;4;36;44;46;53;56
10/01/2009;6;7;28;35;43;51
14/01/2009;2;20;24;27;36;52
17/01/2009;1;6;28;39;44;55
21/01/2009;10;12;36;44;54;57
24/01/2009;13;18;25;30;46;51
28/01/2009;14;21;25;48;51;60
31/01/2009;10;11;13;35;39;58
04/02/2009;1;5;6;17;31;50
07/02/2009;28;40;42;54;55;57
11/02/2009;1;2;8;10;14;48
14/02/2009;3;16;21;28;38;57
18/02/2009;2;5;17;29;34;52
21/02/2009;14;24;26;33;45;60
25/02/2009;7;10;11;13;43;57
28/02/2009;8;11;15;16;52;57
04/03/2009;15;27;34;42;49;53
07/03/2009;13;14;18;27;41;60
11/03/2009;12;15;16;20;27;32
14/03/2009;6;8;38;50;53;59
18/03/2009;2;3;4;15;49;59
21/03/2009;18;20;24;45;51;57
25/03/2009;1;12;14;16;37;45
28/03/2009;1;3;16;18;41;42
01/04/2009;9;21;23;30;41;56
04/04/2009;2;8;23;33;37;55
08/04/2009;1;22;44;47;49;50
11/04/2009;4;16;19;28;29;49
15/04/2009;7;19;30;39;43;57
18/04/2009;6;10;25;32;43;49
22/04/2009;4;10;14;25;28;56
25/04/2009;25;27;44;47;48;57
29/04/2009;9;17;28;45;49;53
02/05/2009;5;8;16;23;41;53
06/05/2009;5;7;37;43;53;54
09/05/2009;9;18;19;43;47;54
13/05/2009;8;25;32;34;36;44
16/05/2009;3;10;23;29;47;50
20/05/2009;10;12;16;21;39;53
23/05/2009;4;10;19;32;33;42
27/05/2009;5;6;9;11;18;37
30/05/2009;3;6;34;41;43;45
03/06/2009;5;12;24;28;36;37
06/06/2009;11;18;20;34;41;56
10/06/2009;9;16;24;29;52;56
13/06/2009;4;17;38;40;50;55
17/06/2009;10;20;23;28;42;43
20/06/2009;5;20;29;33;40;59
24/06/2009;12;21;39;40;50;55
27/06/2009;2;4;6;10;23;45
01/07/2009;3;20;28;32;36;46
04/07/2009;6;24;31;35;42;57
08/07/2009;2;18;20;32;37;48
11/07/2009;9;20;24;36;40;42
15/07/2009;17;23;24;27;49;56
18/07/2009;1;9;30;33;34;40
22/07/2009;19;23;27;38;41;49
25/07/2009;9;10;21;36;41;48
29/07/2009;10;16;21;23;27;36
01/08/2009;3;13;14;16;41;52
05/08/2009;1;17;21;33;48;56
08/08/2009;11;20;21;30;50;52
12/08/2009;14;31;35;38;44;55
15/08/2009;7;17;18;33;41;42
19/08/2009;6;7;10;12;24;57
22/08/2009;9;11;23;35;46;51
26/08/2009;10;19;28;41;55;56
29/08/2009;2;3;6;35;49;58
02/09/2009;1;15;28;43;50;57
05/09/2009;4;15;43;47;50;60
09/09/2009;3;9;20;36;53;54
12/09/2009;7;9;39;43;44;60
16/09/2009;6;8;11;14;29;52
19/09/2009;6;14;26;28;42;45
23/09/2009;4;9;25;32;33;43
26/09/2009;4;32;34;43;52;58
30/09/2009;3;6;29;36;47;59
03/10/2009;3;15;16;22;25;54
07/10/2009;18;30;37;41;44;50
10/10/2009;4;9;13;17;20;47
14/10/2009;1;6;17;27;35;40
17/10/2009;8;20;21;43;44;55
21/10/2009;10;34;41;44;45;54
24/10/2009;7;35;40;44;50;55
28/10/2009;4;17;18;54;56;59
31/10/2009;26;44;46;49;55;56
04/11/2009;4;14;19;39;45;60
07/11/2009;7;11;16;18;33;49
11/11/2009;3;7;29;33;42;56
14/11/2009;4;31;42;52;57;59
18/11/2009;5;8;14;24;29;30
21/11/2009;8;16;24;39;52;60
25/11/2009;12;17;19;32;47;55
28/11/2009;5;18;23;32;49;54
02/12/2009;1;8;16;34;36;49
05/12/2009;12;27;30;33;52;55
09/12/2009;5;10;16;21;39;58
12/12/2009;9;22;29;36;51;56
16/12/2009;4;5;6;19;23;39
19/12/2009;7;31;32;34;37;43
22/12/2009;19;21;25;28;43;50
24/12/2009;2;4;15;18;25;36
26/12/2009;9;28;31;36;37;42
31/12/2009;10;27;40;46;49;58
02/01/2010;9;37;40;50;58;60
06/01/2010;3;15;26;28;31;58
09/01/2010;3;30;35;44;47;60
13/01/2010;1;10;18;19;44;49
16/01/2010;3;16;19;24;33;60
20/01/2010;6;10;28;33;34;53
23/01/2010;6;23;31;33;39;52
27/01/2010;27;28;29;32;48;55
30/01/2010;7;8;23;36;46;54
03/02/2010;15;17;28;31;35;52
06/02/2010;1;4;14;21;25;51
10/02/2010;14;20;29;36;44;47
13/02/2010;6;17;19;34;46;55
17/02/2010;4;12;14;21;26;28
20/02/2010;20;28;40;41;51;58
24/02/2010;9;24;31;44;48;49
27/02/2010;9;29;41;43;46;49
03/03/2010;23;30;31;54;55;60
06/03/2010;5;6;34;46;53;55
10/03/2010;1;3;5;18;40;48
13/03/2010;4;7;42;47;48;51
17/03/2010;18;22;25;30;31;41
20/03/2010;5;17;31;47;51;53
24/03/2010;6;14;17;26;40;49
27/03/2010;20;40;42;52;54;60
31/03/2010;22;28;30;31;35;54
03/04/2010;20;28;43;51;52;56
07/04/2010;4;5;20;47;53;56
10/04/2010;1;11;14;23;42;48
14/04/2010;11;13;27;34;46;49
17/04/2010;3;10;13;30;41;57
20/04/2010;6;12;28;43;52;56
24/04/2010;5;7;24;25;36;47
28/04/2010;6;7;39;47;51;52
30/04/2010;2;3;12;16;37;47
05/05/2010;11;14;21;30;33;49
08/05/2010;33;38;47;50;52;55
12/05/2010;1;22;30;45;50;53
15/05/2010;5;22;28;47;59;60
19/05/2010;12;30;34;44;57;60
22/05/2010;18;20;26;31;44;45
26/05/2010;2;4;29;52;56;60
29/05/2010;5;10;12;20;29;37
02/06/2010;4;9;23;27;28;30
05/06/2010;2;10;21;35;43;54
09/06/2010;7;8;12;13;15;41
12/06/2010;8;17;19;40;43;49
16/06/2010;9;20;44;52;59;60
19/06/2010;14;21;27;31;35;50
23/06/2010;10;11;19;37;53;56
26/06/2010;3;11;16;22;25;33
30/06/2010;17;20;49;52;57;59
03/07/2010;2;9;12;14;32;54
07/07/2010;6;13;24;41;50;53
10/07/2010;17;20;26;27;55;57
14/07/2010;3;6;19;20;58;60
17/07/2010;36;37;39;49;54;60
21/07/2010;22;29;36;41;48;58
24/07/2010;16;19;23;28;39;58
28/07/2010;3;10;11;39;54;56
31/07/2010;28;32;36;49;55;60
04/08/2010;8;9;11;48;53;60
07/08/2010;7;9;30;33;38;55
11/08/2010;5;10;25;39;43;52
14/08/2010;4;13;14;26;29;35
18/08/2010;2;6;11;36;37;48
21/08/2010;9;11;22;32;35;56
25/08/2010;1;12;20;26;45;54
28/08/2010;5;14;17;30;35;38
01/09/2010;3;7;9;10;31;34
04/09/2010;3;15;31;36;48;54
08/09/2010;2;23;33;35;40;50
11/09/2010;3;11;26;34;45;53
15/09/2010;5;29;30;36;41;48
18/09/2010;10;25;30;47;50;51
22/09/2010;4;7;13;25;27;58
25/09/2010;5;11;15;28;43;50
29/09/2010;10;23;29;31;33;46
02/10/2010;2;33;34;37;41;53
06/10/2010;5;15;43;48;52;55
09/10/2010;5;14;37;43;46;58
13/10/2010;5;8;19;26;48;57
16/10/2010;15;17;35;42;47;48
20/10/2010;19;21;27;41;53;57
23/10/2010;31;32;34;40;50;55
27/10/2010;10;31;40;50;55;56
30/10/2010;4;28;30;31;35;54
03/11/2010;10;23;36;50;52;60
06/11/2010;12;30;32;40;49;60
10/11/2010;9;12;19;22;35;37
13/11/2010;5;20;23;27;39;49
17/11/2010;8;11;12;15;18;22
20/11/2010;22;29;32;49;54;59
24/11/2010;3;5;19;24;30;35
27/11/2010;10;16;20;26;49;55
01/12/2010;3;8;17;20;38;53
04/12/2010;5;18;21;26;39;59
08/12/2010;13;14;24;39;40;45
11/12/2010;1;15;37;39;48;52
15/12/2010;8;9;12;22;42;49
18/12/2010;10;13;25;26;28;45
20/12/2010;11;34;45;48;51;54
22/12/2010;9;19;23;29;32;57
24/12/2010;2;8;15;25;34;45
31/12/2010;2;10;34;37;43;50
05/01/2011;10;37;40;43;57;59
08/01/2011;3;9;11;24;36;51
12/01/2011;20;33;34;57;58;60
15/01/2011;3;8;36;40;51;53
19/01/2011;1;2;24;40;51;59
22/01/2011;5;27;34;46;48;52
26/01/2011;2;14;35;39;49;51
29/01/2011;2;17;23;43;44;51
02/02/2011;7;9;14;18;29;39
05/02/2011;5;23;38;39;51;54
09/02/2011;26;33;35;38;43;53
12/02/2011;2;15;26;27;30;52
16/02/2011;11;26;47;55;57;59
19/02/2011;4;6;39;46;54;58
23/02/2011;19;23;29;31;41;53
26/02/2011;10;14;22;41;42;53
02/03/2011;5;7;8;9;11;39
05/03/2011;4;18;26;36;41;53
09/03/2011;4;17;36;37;51;56
12/03/2011;13;19;24;46;50;60
16/03/2011;6;10;33;39;42;60
19/03/2011;4;20;30;41;47;58
23/03/2011;3;16;17;44;53;60
26/03/2011;4;5;15;17;27;51
30/03/2011;5;9;24;31;33;42
02/04/2011;1;2;39;48;52;59
06/04/2011;13;26;27;28;35;52
09/04/2011;13;19;26;40;58;60
13/04/2011;13;17;21;39;40;59
16/04/2011;2;14;48;55;58;60
20/04/2011;5;9;11;22;36;40
23/04/2011;12;18;31;50;59;60
27/04/2011;4;16;24;25;30;56
30/04/2011;8;14;29;35;36;40
04/05/2011;6;10;16;20;29;54
07/05/2011;8;11;14;30;36;38
11/05/2011;4;23;39;52;55;56
14/05/2011;8;30;40;44;59;60
18/05/2011;20;21;26;29;31;36
21/05/2011;10;15;28;31;33;38
25/05/2011;2;5;28;33;51;52
28/05/2011;11;12;31;33;42;52
01/06/2011;17;30;32;40;42;56
04/06/2011;1;3;8;13;27;52
08/06/2011;2;3;14;23;34;50
11/06/2011;18;40;47;54;57;58
15/06/2011;9;11;23;30;31;54
18/06/2011;1;13;24;40;44;50
22/06/2011;4;6;29;48;50;51
25/06/2011;2;5;15;20;43;57
29/06/2011;10;14;43;46;49;53
02/07/2011;2;5;11;13;56;59
06/07/2011;14;15;30;53;55;60
09/07/2011;8;22;32;43;53;56
13/07/2011;43;44;46;53;54;59
16/07/2011;3;16;23;25;51;56
20/07/2011;2;10;15;44;56;57
23/07/2011;8;19;46;51;52;54
27/07/2011;7;14;15;20;23;35
30/07/2011;3;5;11;36;44;46
03/08/2011;6;19;22;34;43;45
06/08/2011;7;10;32;43;47;54
09/08/2011;7;8;24;30;33;47
11/08/2011;7;12;25;26;32;39
13/08/2011;8;9;14;32;53;59
17/08/2011;7;9;12;19;45;54
20/08/2011;5;20;22;28;29;30
24/08/2011;1;4;26;39;43;49
27/08/2011;38;42;44;52;58;60
31/08/2011;1;27;29;38;50;52
03/09/2011;8;13;25;34;42;48
08/09/2011;6;13;29;30;35;37
10/09/2011;11;14;16;28;34;46
14/09/2011;4;5;16;18;27;51
17/09/2011;17;24;25;38;41;55
21/09/2011;10;47;51;53;59;60
24/09/2011;10;21;43;47;53;55
28/09/2011;6;15;25;37;48;55
01/10/2011;18;29;31;44;51;57
05/10/2011;2;5;16;20;35;43
08/10/2011;10;11;18;19;30;50
13/10/2011;16;35;36;41;52;54
15/10/2011;10;23;27;43;53;59
19/10/2011;7;8;11;39;43;50
22/10/2011;8;18;21;30;48;49
26/10/2011;9;24;26;39;46;57
29/10/2011;3;5;13;24;35;59
03/11/2011;25;26;28;33;42;51
05/11/2011;1;6;8;10;25;27
09/11/2011;3;14;20;22;49;51
12/11/2011;1;32;38;47;51;54
16/11/2011;2;20;35;38;45;51
19/11/2011;1;18;19;33;43;60
23/11/2011;7;10;14;16;54;59
26/11/2011;13;21;30;36;59;60
30/11/2011;1;11;20;37;40;52
03/12/2011;5;7;42;46;50;60
07/12/2011;19;20;31;42;51;56
10/12/2011;8;19;21;36;42;59
14/12/2011;7;17;19;26;40;50
17/12/2011;12;32;40;47;48;59
20/12/2011;9;19;45;46;54;56
22/12/2011;7;12;38;39;45;56
24/12/2011;9;19;20;50;51;60
31/12/2011;3;4;29;36;45;55
04/01/2012;13;33;36;41;50;56
07/01/2012;9;18;24;35;36;59
11/01/2012;3;11;13;27;32;47
14/01/2012;2;8;38;42;48;49
18/01/2012;11;17;24;39;46;49
21/01/2012;6;13;21;22;31;46
25/01/2012;1;19;24;26;52;55
28/01/2012;3;15;16;35;37;47
01/02/2012;6;10;12;17;28;53
04/02/2012;2;16;17;25;50;54
08/02/2012;23;27;30;37;38;44
11/02/2012;2;12;19;22;36;58
15/02/2012;25;35;42;45;52;57
18/02/2012;10;13;20;40;44;53
22/02/2012;2;24;26;32;35;50
25/02/2012;12;27;37;44;54;59
01/03/2012;2;7;13;29;38;43
03/03/2012;10;21;26;29;32;38
07/03/2012;5;16;24;32;38;46
10/03/2012;2;4;5;27;49;59
14/03/2012;3;4;8;11;47;49
17/03/2012;3;36;40;46;58;60
21/03/2012;7;27;39;52;55;57
24/03/2012;6;21;28;31;33;43
28/03/2012;14;25;28;45;53;58
31/03/2012;9;11;21;49;53;54
04/04/2012;2;5;12;13;25;35
07/04/2012;2;5;17;18;54;59
11/04/2012;5;12;36;45;50;58
14/04/2012;3;14;52;55;57;60
18/04/2012;11;27;30;40;44;57
20/04/2012;5;13;16;17;27;55
25/04/2012;7;9;23;44;46;55
28/04/2012;2;18;30;31;45;56
02/05/2012;27;35;36;37;42;59
05/05/2012;12;28;38;39;51;56
09/05/2012;18;27;32;43;50;52
12/05/2012;22;29;31;43;50;54
16/05/2012;1;16;28;39;44;57
19/05/2012;4;19;27;28;29;31
23/05/2012;7;12;19;34;40;53
26/05/2012;2;8;12;28;33;43
30/05/2012;4;18;24;28;39;44
02/06/2012;11;16;24;35;46;50
06/06/2012;5;11;17;19;44;48
09/06/2012;29;48;52;54;55;58
13/06/2012;3;4;7;15;27;56
16/06/2012;14;32;33;40;42;51
20/06/2012;34;39;43;56;57;60
23/06/2012;9;26;34;43;53;54
27/06/2012;11;12;25;33;48;54
30/06/2012;2;9;10;21;27;38
04/07/2012;13;16;20;26;39;42
07/07/2012;7;8;27;31;32;51
11/07/2012;3;14;17;32;37;39
14/07/2012;7;10;17;24;38;57
18/07/2012;18;29;31;42;43;53
21/07/2012;4;19;20;24;39;43
25/07/2012;6;19;26;47;50;58
28/07/2012;18;29;40;42;50;54
01/08/2012;8;12;32;44;46;48
04/08/2012;6;8;24;37;41;45
07/08/2012;13;15;33;45;54;55
09/08/2012;21;37;44;46;49;57
11/08/2012;26;36;40;46;49;51
15/08/2012;3;19;22;24;35;49
18/08/2012;5;12;45;52;56;59
22/08/2012;7;8;10;12;27;56
25/08/2012;17;21;30;48;52;58
29/08/2012;2;11;16;18;36;45
01/09/2012;19;31;39;44;53;59
05/09/2012;2;5;13;17;39;44
08/09/2012;3;8;21;25;27;43
12/09/2012;3;7;15;29;38;60
15/09/2012;7;16;29;36;38;50
19/09/2012;6;15;18;24;30;44
22/09/2012;8;39;44;47;53;56
26/09/2012;7;15;19;34;37;55
29/09/2012;9;12;22;39;48;60
03/10/2012;2;19;22;30;46;52
06/10/2012;5;9;13;33;40;54
10/10/2012;16;24;25;42;45;59
13/10/2012;4;13;14;40;46;52
17/10/2012;3;18;22;34;55;58
20/10/2012;4;15;45;47;50;52
24/10/2012;1;13;23;24;30;57
27/10/2012;22;23;26;37;38;48
31/10/2012;7;14;31;33;36;49
03/11/2012;2;34;35;42;43;55
07/11/2012;2;6;28;36;51;56
10/11/2012;17;29;36;38;53;56
14/11/2012;12;13;20;30;34;49
17/11/2012;12;20;32;48;52;54
21/11/2012;2;5;27;28;48;55
24/11/2012;5;19;32;41;49;58
28/11/2012;6;13;24;32;40;51
01/12/2012;1;19;28;33;39;41
05/12/2012;1;25;29;36;56;60
08/12/2012;2;6;18;30;52;56
12/12/2012;26;27;31;38;44;45
15/12/2012;2;10;11;33;52;57
18/12/2012;2;14;28;50;57;58
20/12/2012;6;13;25;32;47;57
22/12/2012;4;27;29;41;48;52
31/12/2012;14;32;33;36;41;52
02/01/2013;6;8;14;26;36;40
05/01/2013;15;16;34;42;46;59
09/01/2013;2;4;16;33;44;51
12/01/2013;2;6;30;34;35;52
16/01/2013;4;14;27;38;50;52
19/01/2013;31;36;44;47;49;54
23/01/2013;5;9;25;27;38;40
26/01/2013;13;22;28;29;40;48
30/01/2013;2;24;32;50;54;59
02/02/2013;6;11;16;26;44;53
06/02/2013;4;6;13;34;37;51
09/02/2013;23;24;26;41;52;53
13/02/2013;1;2;10;19;20;37
